anchor,dimension,status,candidate_count,percentage_within_anchor,interpretation_note
1842,VOICE_COVERAGE,V1,18,0.6,Coverage/composition diagnostic; not historical prevalence.
2015,NGRAM_STATUS,SUCCEEDED_REUSED_BASELINE,21,0.7,Coverage/composition diagnostic; not historical prevalence.
2015,NGRAM_STATUS,ZERO_RESULT,3,0.1,Coverage/composition diagnostic; not historical prevalence.
2015,BOUNDED_SEARCH_STATUS,COMPLETED_NONZERO,28,0.9333333333333333,Coverage/composition diagnostic; not historical prevalence.
2015,BOUNDED_SEARCH_STATUS,ZERO_RESULT,2,0.06666666666666667,Coverage/composition diagnostic; not historical prevalence.
2015,PROVENANCE_COMPLETENESS,RECONSTRUCTED_FROM_REPORT,30,1.0,Coverage/composition diagnostic; not historical prevalence.
2022,VOICE_COVERAGE,V1,12,0.4,Coverage/composition diagnostic; not historical prevalence.
2022,VOICE_COVERAGE,V4,1,0.03333333333333333,Coverage/composition diagnostic; not historical prevalence.
2022,VOICE_COVERAGE,V5,17,0.5666666666666667,Coverage/composition diagnostic; not historical prevalence.
2022,EXPRESSION_MODE_COMPLETENESS,E3,1,0.03333333333333333,Coverage/composition diagnostic; not historical prevalence.
2022,EXPRESSION_MODE_COMPLETENESS,E4,1,0.03333333333333333,Coverage/composition diagnostic; not historical prevalence.
2022,EXPRESSION_MODE_COMPLETENESS,E5,28,0.9333333333333333,Coverage/composition diagnostic; not historical prevalence.
2022,DICTIONARY_STATUS,DIRECT_HEADWORD,14,0.4666666666666667,Coverage/composition diagnostic; not historical prevalence.
2022,DICTIONARY_STATUS,NO_STANDALONE_HEADWORD,9,0.3,Coverage/composition diagnostic; not historical prevalence.
2022,DICTIONARY_STATUS,TECHNICAL_GLOSSARY,7,0.23333333333333334,Coverage/composition diagnostic; not historical prevalence.
2022,NGRAM_STATUS,SUCCEEDED_NEW,8,0.26666666666666666,Coverage/composition diagnostic; not historical prevalence.
2022,NGRAM_STATUS,SUCCEEDED_REUSED_BASELINE,22,0.7333333333333333,Coverage/composition diagnostic; not historical prevalence.
2022,BOUNDED_SEARCH_STATUS,COMPLETED_NONZERO,29,0.9666666666666667,Coverage/composition diagnostic; not historical prevalence.
2022,BOUNDED_SEARCH_STATUS,ZERO_RESULT,1,0.03333333333333333,Coverage/composition diagnostic; not historical prevalence.
2022,PROVENANCE_COMPLETENESS,RECONSTRUCTED_FROM_REPORT,30,1.0,Coverage/composition diagnostic; not historical prevalence.
